"site","date","rawdata","imputed_param"
"Chullora",2012-03-31,6.6,6.6
"Chullora",2012-04-01,6.8,6.8
"Chullora",2012-04-02,5.5,5.5
"Chullora",2012-04-03,8,8
"Chullora",2012-04-04,6.7,6.7
"Chullora",2012-04-05,5.2,5.2
"Chullora",2012-04-06,4.7,4.7
"Chullora",2012-04-07,7,7
"Chullora",2012-04-08,6.7,6.7
"Chullora",2012-04-09,2.2,2.2
"Chullora",2012-04-10,2.4,2.4
"Chullora",2012-04-11,2.9,2.9
"Chullora",2012-04-12,4.3,4.3
"Chullora",2012-04-13,5.7,5.7
"Chullora",2012-04-14,5.4,5.4
"Chullora",2012-04-15,7.1,7.1
"Chullora",2012-04-16,5.1,5.1
"Chullora",2012-04-17,2.9,2.9
"Chullora",2012-04-18,2.4,2.4
"Chullora",2012-04-19,3,3
"Chullora",2012-04-20,7.9,7.9
"Chullora",2012-04-21,8.8,8.8
"Chullora",2012-04-22,12.6,12.6
"Chullora",2012-04-23,6.7,6.7
"Chullora",2012-04-24,3.2,3.2
"Chullora",2012-04-25,1.1,1.1
"Chullora",2012-04-26,4.5,4.5
"Chullora",2012-04-27,6,6
"Chullora",2012-04-28,6.9,6.9
"Chullora",2012-04-29,6,6
"Chullora",2012-04-30,8.5,8.5
"Chullora",2012-05-01,7.6,7.6
"Chullora",2012-05-02,7.9,7.9
"Chullora",2012-05-03,5.7,5.7
"Chullora",2012-05-04,2.8,2.8
"Chullora",2012-05-05,3,3
"Chullora",2012-05-06,4.2,4.2
"Chullora",2012-05-07,8.9,8.9
"Chullora",2012-05-08,9.7,9.7
"Chullora",2012-05-09,12.8,12.8
"Chullora",2012-05-10,9.4,9.4
"Chullora",2012-05-11,9.8,9.8
"Chullora",2012-05-12,4,4
"Chullora",2012-05-13,2.4,2.4
"Chullora",2012-05-14,4.1,4.1
"Chullora",2012-05-15,5.3,5.3
"Chullora",2012-05-16,6,6
"Chullora",2012-05-17,13.7,13.7
"Chullora",2012-05-18,17.5,17.5
"Chullora",2012-05-19,17.9,17.9
"Chullora",2012-05-20,7.5,7.5
"Chullora",2012-05-21,8.6,8.6
"Chullora",2012-05-22,10.3,10.3
"Chullora",2012-05-23,8.3,8.3
"Chullora",2012-05-24,12.6,12.6
"Chullora",2012-05-25,3.6,3.6
"Chullora",2012-05-26,1.4,1.4
"Chullora",2012-05-27,2.9,2.9
"Chullora",2012-05-28,4.9,4.9
"Chullora",2012-05-29,6.5,6.5
"Chullora",2012-05-30,6.9,6.9
"Chullora",2012-05-31,6.2,6.2
"Chullora",2012-06-01,8.3,8.3
"Chullora",2012-06-02,4.7,4.7
"Chullora",2012-06-03,4,4
"Chullora",2012-06-04,3.9,3.9
"Chullora",2012-06-05,3.8,3.8
"Chullora",2012-06-06,3.6,3.6
"Chullora",2012-06-07,4.6,4.6
"Chullora",2012-06-08,8.1,8.1
"Chullora",2012-06-09,8.2,8.2
"Chullora",2012-06-10,6.1,6.1
"Chullora",2012-06-11,1.6,1.6
"Chullora",2012-06-12,2.1,2.1
"Chullora",2012-06-13,3.8,3.8
"Chullora",2012-06-14,7.5,7.5
"Chullora",2012-06-15,8.3,8.3
"Chullora",2012-06-16,8.7,8.7
"Chullora",2012-06-17,2.6,2.6
"Chullora",2012-06-18,5.2,5.2
"Chullora",2012-06-19,4.8,4.8
"Chullora",2012-06-20,12.2,12.2
"Chullora",2012-06-21,4.9,4.9
"Chullora",2012-06-22,3.6,3.6
"Chullora",2012-06-23,4,4
"Chullora",2012-06-24,3.4,3.4
"Chullora",2012-06-25,5,5
"Chullora",2012-06-26,4.5,4.5
"Chullora",2012-06-27,6,6
"Chullora",2012-06-28,7.3,7.3
"Chullora",2012-06-29,9,9
"Chullora",2012-06-30,6.7,6.7
"Chullora",2012-07-01,5.2,5.2
"Chullora",2012-07-02,2.6,2.6
"Chullora",2012-07-03,4.9,4.9
"Chullora",2012-07-04,4.2,4.2
"Chullora",2012-07-05,3.1,3.1
"Chullora",2012-07-06,3.2,3.2
"Chullora",2012-07-07,6.2,6.2
"Chullora",2012-07-08,6.9,6.9
"Chullora",2012-07-09,11.5,11.5
"Chullora",2012-07-10,15.1,15.1
"Chullora",2012-07-11,5.6,5.6
"Chullora",2012-07-12,8.7,8.7
"Chullora",2012-07-13,6.7,6.7
"Chullora",2012-07-14,4.6,4.6
"Chullora",2012-07-15,2.5,2.5
"Chullora",2012-07-16,6.3,6.3
"Chullora",2012-07-17,8.7,8.7
"Chullora",2012-07-18,5.9,5.9
"Chullora",2012-07-19,4.9,4.9
"Chullora",2012-07-20,4.8,4.8
"Chullora",2012-07-21,4.9,4.9
"Chullora",2012-07-22,2.9,2.9
"Chullora",2012-07-23,2.5,2.5
"Chullora",2012-07-24,4.6,4.6
"Chullora",2012-07-25,6.6,6.6
"Chullora",2012-07-26,7.8,7.8
"Chullora",2012-07-27,6,6
"Chullora",2012-07-28,3.7,3.7
"Chullora",2012-07-29,3.5,3.5
"Chullora",2012-07-30,4,4
"Chullora",2012-07-31,3.9,3.9
"Chullora",2012-08-01,3.2,3.2
"Chullora",2012-08-02,5.8,5.8
"Chullora",2012-08-03,8.4,8.4
"Chullora",2012-08-04,6.5,6.5
"Chullora",2012-08-05,3.8,3.8
"Chullora",2012-08-06,4.4,4.4
"Chullora",2012-08-07,7.1,7.1
"Chullora",2012-08-08,10.6,10.6
"Chullora",2012-08-09,4.3,4.3
"Chullora",2012-08-10,7.3,7.3
"Chullora",2012-08-11,3.6,3.6
"Chullora",2012-08-12,4.4,4.4
"Chullora",2012-08-13,5.4,5.4
"Chullora",2012-08-14,9.1,9.1
"Chullora",2012-08-15,5.9,5.9
"Chullora",2012-08-16,5.2,5.2
"Chullora",2012-08-17,6.8,6.8
"Chullora",2012-08-18,1.7,1.7
"Chullora",2012-08-19,3.9,3.9
"Chullora",2012-08-20,6.7,6.7
"Chullora",2012-08-21,8.7,8.7
"Chullora",2012-08-22,11.2,11.2
"Chullora",2012-08-23,9.2,9.2
"Chullora",2012-08-24,2.1,2.1
"Chullora",2012-08-25,3.4,3.4
"Chullora",2012-08-26,5.3,5.3
"Chullora",2012-08-27,4,4
"Chullora",2012-08-28,7.8,7.8
"Chullora",2012-08-29,12,12
"Chullora",2012-08-30,15,15
"Chullora",2012-08-31,1.8,1.8
"Chullora",2012-09-01,2.3,2.3
"Chullora",2012-09-02,4.1,4.1
"Chullora",2012-09-03,9.9,9.9
"Chullora",2012-09-04,23.4,23.4
"Chullora",2012-09-05,9.4,9.4
"Chullora",2012-09-06,5.6,5.6
"Chullora",2012-09-07,5.3,5.3
"Chullora",2012-09-08,2.6,2.6
"Chullora",2012-09-09,8.4,8.4
"Chullora",2012-09-10,19.5,19.5
"Chullora",2012-09-11,13.2,13.2
"Chullora",2012-09-12,13.2,13.2
"Chullora",2012-09-13,11.3,11.3
"Chullora",2012-09-14,2.9,2.9
"Chullora",2012-09-15,3.7,3.7
"Chullora",2012-09-16,8.1,8.1
"Chullora",2012-09-17,6.6,6.6
"Chullora",2012-09-18,7.1,7.1
"Chullora",2012-09-19,6.2,6.2
"Chullora",2012-09-20,7,7
"Chullora",2012-09-21,8.8,8.8
"Chullora",2012-09-22,6.7,6.7
"Chullora",2012-09-23,7.5,7.5
"Chullora",2012-09-24,4.7,4.7
"Chullora",2012-09-25,4.7,4.7
"Chullora",2012-09-26,5.3,5.3
"Chullora",2012-09-27,10.3,10.3
"Chullora",2012-09-28,9.7,9.7
"Chullora",2012-09-29,2.1,2.1
"Chullora",2012-09-30,2.7,2.7
"Chullora",2012-10-01,4.1,4.1
"Chullora",2012-10-02,4.2,4.2
"Chullora",2012-10-03,8,8
"Chullora",2012-10-04,6.9,6.9
"Chullora",2012-10-05,8.5,8.5
"Chullora",2012-10-06,4.7,4.7
"Chullora",2012-10-07,2.8,2.8
"Chullora",2012-10-08,3.9,3.9
"Chullora",2012-10-09,3.4,3.4
"Chullora",2012-10-10,4.7,4.7
"Chullora",2012-10-11,4.5,4.5
"Chullora",2012-10-12,3.7,3.7
"Chullora",2012-10-13,3.9,3.9
"Chullora",2012-10-14,2.6,2.6
"Chullora",2012-10-15,6.9,6.9
"Chullora",2012-10-16,7.7,7.7
"Chullora",2012-10-17,7.4,7.4
"Chullora",2012-10-18,5.5,5.5
"Chullora",2012-10-19,10.9,10.9
"Chullora",2012-10-20,11.1,11.1
"Chullora",2012-10-21,12.3,12.3
"Chullora",2012-10-22,4.6,4.6
"Chullora",2012-10-23,4,4
"Chullora",2012-10-24,5.4,5.4
"Chullora",2012-10-25,14.6,14.6
"Chullora",2012-10-26,11.2,11.2
"Chullora",2012-10-27,3.6,3.6
"Chullora",2012-10-28,5,5
"Chullora",2012-10-29,3.6,3.6
"Chullora",2012-10-30,4.8,4.8
"Chullora",2012-10-31,10.8,10.8
"Chullora",2012-11-01,9,9
"Chullora",2012-11-02,3.5,3.5
"Chullora",2012-11-03,2,2
"Chullora",2012-11-04,3.7,3.7
"Chullora",2012-11-05,7.7,7.7
"Chullora",2012-11-06,9,9
"Chullora",2012-11-07,9.1,9.1
"Chullora",2012-11-08,6.4,6.4
"Chullora",2012-11-09,7.3,7.3
"Chullora",2012-11-10,4.2,4.2
"Chullora",2012-11-11,3.2,3.2
"Chullora",2012-11-12,4.5,4.5
"Chullora",2012-11-13,7,7
"Chullora",2012-11-14,4.4,4.4
"Chullora",2012-11-15,7.7,7.7
"Chullora",2012-11-16,5.4,5.4
"Chullora",2012-11-17,3.6,3.6
"Chullora",2012-11-18,3.8,3.8
"Chullora",2012-11-19,3.2,3.2
"Chullora",2012-11-20,4.4,4.4
"Chullora",2012-11-21,NA,5.83752769666365
"Chullora",2012-11-22,NA,8.76044948279711
"Chullora",2012-11-23,7.1,7.1
"Chullora",2012-11-24,7.3,7.3
"Chullora",2012-11-25,12.1,12.1
"Chullora",2012-11-26,14.4,14.4
"Chullora",2012-11-27,11.8,11.8
"Chullora",2012-11-28,3.5,3.5
"Chullora",2012-11-29,5.6,5.6
"Chullora",2012-11-30,NA,12.2090608777725
"Chullora",2012-12-01,12.2,12.2
"Chullora",2012-12-02,7.4,7.4
"Chullora",2012-12-03,2.2,2.2
"Chullora",2012-12-04,14.5,14.5
"Chullora",2012-12-05,23.7,23.7
"Chullora",2012-12-06,NA,7.03488511106329
"Chullora",2012-12-07,NA,8.47549811952745
"Chullora",2012-12-08,NA,11.1650341182785
"Chullora",2012-12-09,NA,9.88473291484069
"Chullora",2012-12-10,NA,6.19350581273133
"Chullora",2012-12-11,4.3,4.3
"Chullora",2012-12-12,3.1,3.1
"Chullora",2012-12-13,4,4
"Chullora",2012-12-14,NA,6.31228708308521
"Chullora",2012-12-15,10.4,10.4
"Chullora",2012-12-16,8.8,8.8
"Chullora",2012-12-17,7.1,7.1
"Chullora",2012-12-18,9.9,9.9
"Chullora",2012-12-19,6.8,6.8
"Chullora",2012-12-20,11.3,11.3
"Chullora",2012-12-21,8.2,8.2
"Chullora",2012-12-22,6.5,6.5
"Chullora",2012-12-23,7.8,7.8
"Chullora",2012-12-24,10,10
"Chullora",2012-12-25,6.6,6.6
"Chullora",2012-12-26,5.7,5.7
"Chullora",2012-12-27,5.9,5.9
"Chullora",2012-12-28,8.8,8.8
"Chullora",2012-12-29,9,9
"Chullora",2012-12-30,7.5,7.5
"Chullora",2012-12-31,10.3,10.3
"Chullora",2013-01-01,16.1,16.1
"Chullora",2013-01-02,10.9,10.9
"Chullora",2013-01-03,5.7,5.7
"Chullora",2013-01-04,7,7
"Chullora",2013-01-05,9.9,9.9
"Chullora",2013-01-06,4.1,4.1
"Chullora",2013-01-07,9.8,9.8
"Chullora",2013-01-08,9.2,9.2
"Chullora",2013-01-09,11.2,11.2
"Chullora",2013-01-10,8.4,8.4
"Chullora",2013-01-11,11.8,11.8
"Chullora",2013-01-12,14.8,14.8
"Chullora",2013-01-13,6.7,6.7
"Chullora",2013-01-14,5.1,5.1
"Chullora",2013-01-15,5.6,5.6
"Chullora",2013-01-16,9.8,9.8
"Chullora",2013-01-17,8.2,8.2
"Chullora",2013-01-18,12.8,12.8
"Chullora",2013-01-19,8.4,8.4
"Chullora",2013-01-20,7.2,7.2
"Chullora",2013-01-21,7.6,7.6
"Chullora",2013-01-22,11.9,11.9
"Chullora",2013-01-23,8.4,8.4
"Chullora",2013-01-24,4.9,4.9
"Chullora",2013-01-25,5.4,5.4
"Chullora",2013-01-26,6.2,6.2
"Chullora",2013-01-27,3.6,3.6
"Chullora",2013-01-28,4.3,4.3
"Chullora",2013-01-29,4.9,4.9
"Chullora",2013-01-30,6.7,6.7
"Chullora",2013-01-31,8,8
"Chullora",2013-02-01,10,10
"Chullora",2013-02-02,4.4,4.4
"Chullora",2013-02-03,4.9,4.9
"Chullora",2013-02-04,7.6,7.6
"Chullora",2013-02-05,4.4,4.4
"Chullora",2013-02-06,5.4,5.4
"Chullora",2013-02-07,6.5,6.5
"Chullora",2013-02-08,8.6,8.6
"Chullora",2013-02-09,9.5,9.5
"Chullora",2013-02-10,11.2,11.2
"Chullora",2013-02-11,6.3,6.3
"Chullora",2013-02-12,3.9,3.9
"Chullora",2013-02-13,4.2,4.2
"Chullora",2013-02-14,5.5,5.5
"Chullora",2013-02-15,4.7,4.7
"Chullora",2013-02-16,4.1,4.1
"Chullora",2013-02-17,4.1,4.1
"Chullora",2013-02-18,6,6
"Chullora",2013-02-19,6.7,6.7
"Chullora",2013-02-20,7.6,7.6
"Chullora",2013-02-21,7.1,7.1
"Chullora",2013-02-22,9.6,9.6
"Chullora",2013-02-23,6.8,6.8
"Chullora",2013-02-24,9.1,9.1
"Chullora",2013-02-25,9.4,9.4
"Chullora",2013-02-26,9.1,9.1
"Chullora",2013-02-27,8.8,8.8
"Chullora",2013-02-28,7.2,7.2
"Chullora",2013-03-01,5.9,5.9
"Chullora",2013-03-02,3.8,3.8
"Chullora",2013-03-03,4.6,4.6
"Chullora",2013-03-04,4.4,4.4
"Chullora",2013-03-05,4.2,4.2
"Chullora",2013-03-06,5.2,5.2
"Chullora",2013-03-07,7.6,7.6
"Chullora",2013-03-08,7.2,7.2
"Chullora",2013-03-09,4.8,4.8
"Chullora",2013-03-10,3.1,3.1
"Chullora",2013-03-11,4.7,4.7
"Chullora",2013-03-12,7.3,7.3
"Chullora",2013-03-13,7.7,7.7
"Chullora",2013-03-14,9.6,9.6
"Chullora",2013-03-15,6.8,6.8
"Chullora",2013-03-16,9.1,9.1
"Chullora",2013-03-17,7.7,7.7
"Chullora",2013-03-18,5.6,5.6
"Chullora",2013-03-19,6.1,6.1
"Chullora",2013-03-20,5.7,5.7
"Chullora",2013-03-21,7.2,7.2
"Chullora",2013-03-22,7.2,7.2
"Chullora",2013-03-23,7.3,7.3
"Chullora",2013-03-24,11.6,11.6
"Chullora",2013-03-25,10.9,10.9
"Chullora",2013-03-26,13.1,13.1
"Chullora",2013-03-27,11.5,11.5
"Chullora",2013-03-28,12.6,12.6
"Chullora",2013-03-29,6.6,6.6
"Chullora",2013-03-30,6.7,6.7
"Chullora",2013-03-31,9,9
"Chullora",2013-04-01,4.3,4.3
"Chullora",2013-04-02,8.9,8.9
"Chullora",2013-04-03,6.8,6.8
"Chullora",2013-04-04,4,4
"Chullora",2013-04-05,5.9,5.9
"Chullora",2013-04-06,5.3,5.3
"Chullora",2013-04-07,6.1,6.1
"Chullora",2013-04-08,10.2,10.2
"Chullora",2013-04-09,6.3,6.3
"Chullora",2013-04-10,6,6
"Chullora",2013-04-11,8.7,8.7
"Chullora",2013-04-12,7.7,7.7
"Chullora",2013-04-13,6.2,6.2
"Chullora",2013-04-14,10.8,10.8
"Chullora",2013-04-15,15.7,15.7
"Chullora",2013-04-16,6.8,6.8
"Chullora",2013-04-17,4.8,4.8
"Chullora",2013-04-18,7.3,7.3
"Chullora",2013-04-19,8,8
"Chullora",2013-04-20,4.2,4.2
"Chullora",2013-04-21,3.5,3.5
"Chullora",2013-04-22,9.3,9.3
"Chullora",2013-04-23,7.8,7.8
"Chullora",2013-04-24,8.1,8.1
"Chullora",2013-04-25,10.4,10.4
"Chullora",2013-04-26,9.6,9.6
"Chullora",2013-04-27,12.2,12.2
"Chullora",2013-04-28,20.7,20.7
"Chullora",2013-04-29,13.6,13.6
"Chullora",2013-04-30,9.1,9.1
"Chullora",2013-05-01,13.5,13.5
"Chullora",2013-05-02,9.9,9.9
"Chullora",2013-05-03,8.4,8.4
"Chullora",2013-05-04,12.4,12.4
"Chullora",2013-05-05,6.2,6.2
"Chullora",2013-05-06,5.2,5.2
"Chullora",2013-05-07,6.2,6.2
"Chullora",2013-05-08,8.1,8.1
"Chullora",2013-05-09,13.5,13.5
"Chullora",2013-05-10,13.8,13.8
"Chullora",2013-05-11,13,13
"Chullora",2013-05-12,9.4,9.4
"Chullora",2013-05-13,10.5,10.5
"Chullora",2013-05-14,9.4,9.4
"Chullora",2013-05-15,5.4,5.4
"Chullora",2013-05-16,3.1,3.1
"Chullora",2013-05-17,5.7,5.7
"Chullora",2013-05-18,5.7,5.7
"Chullora",2013-05-19,6.9,6.9
"Chullora",2013-05-20,8.6,8.6
"Chullora",2013-05-21,12.4,12.4
"Chullora",2013-05-22,9.5,9.5
"Chullora",2013-05-23,4.6,4.6
"Chullora",2013-05-24,4,4
"Chullora",2013-05-25,7.2,7.2
"Chullora",2013-05-26,14.7,14.7
"Chullora",2013-05-27,6.7,6.7
"Chullora",2013-05-28,7.5,7.5
"Chullora",2013-05-29,12.4,12.4
"Chullora",2013-05-30,13.6,13.6
"Chullora",2013-05-31,12,12
"Chullora",2013-06-01,7.5,7.5
"Chullora",2013-06-02,4.4,4.4
"Chullora",2013-06-03,7.8,7.8
"Chullora",2013-06-04,9.2,9.2
"Chullora",2013-06-05,NA,11.7980268102636
"Chullora",2013-06-06,10.7,10.7
"Chullora",2013-06-07,6.2,6.2
"Chullora",2013-06-08,6.7,6.7
"Chullora",2013-06-09,11.1,11.1
"Chullora",2013-06-10,16.7,16.7
"Chullora",2013-06-11,13.7,13.7
"Chullora",2013-06-12,14.6,14.6
"Chullora",2013-06-13,5.8,5.8
"Chullora",2013-06-14,3.9,3.9
"Chullora",2013-06-15,3.6,3.6
"Chullora",2013-06-16,4.5,4.5
"Chullora",2013-06-17,6.4,6.4
"Chullora",2013-06-18,5.3,5.3
"Chullora",2013-06-19,6.9,6.9
"Chullora",2013-06-20,5.9,5.9
"Chullora",2013-06-21,7.8,7.8
"Chullora",2013-06-22,7,7
"Chullora",2013-06-23,4.1,4.1
"Chullora",2013-06-24,3.6,3.6
"Chullora",2013-06-25,5.4,5.4
"Chullora",2013-06-26,6.4,6.4
"Chullora",2013-06-27,8.8,8.8
"Chullora",2013-06-28,8.5,8.5
"Chullora",2013-06-29,3.7,3.7
"Chullora",2013-06-30,4.9,4.9
"Chullora",2013-07-01,9.8,9.8
"Chullora",2013-07-02,9.5,9.5
"Chullora",2013-07-03,11.4,11.4
"Chullora",2013-07-04,11.2,11.2
"Chullora",2013-07-05,7.8,7.8
"Chullora",2013-07-06,7.6,7.6
"Chullora",2013-07-07,7.7,7.7
"Chullora",2013-07-08,13.6,13.6
"Chullora",2013-07-09,6.3,6.3
"Chullora",2013-07-10,8.9,8.9
"Chullora",2013-07-11,14,14
"Chullora",2013-07-12,18.5,18.5
"Chullora",2013-07-13,19.8,19.8
"Chullora",2013-07-14,16,16
"Chullora",2013-07-15,14.8,14.8
"Chullora",2013-07-16,13.1,13.1
"Chullora",2013-07-17,10.9,10.9
"Chullora",2013-07-18,10.7,10.7
"Chullora",2013-07-19,7.2,7.2
"Chullora",2013-07-20,4.5,4.5
"Chullora",2013-07-21,4.3,4.3
"Chullora",2013-07-22,7.2,7.2
"Chullora",2013-07-23,6.6,6.6
"Chullora",2013-07-24,6.3,6.3
"Chullora",2013-07-25,9.2,9.2
"Chullora",2013-07-26,14.9,14.9
"Chullora",2013-07-27,11,11
"Chullora",2013-07-28,16.7,16.7
"Chullora",2013-07-29,12.7,12.7
"Chullora",2013-07-30,9.9,9.9
"Chullora",2013-07-31,4.8,4.8
"Chullora",2013-08-01,8.1,8.1
"Chullora",2013-08-02,11.1,11.1
"Chullora",2013-08-03,4.6,4.6
"Chullora",2013-08-04,6.8,6.8
"Chullora",2013-08-05,6.8,6.8
"Chullora",2013-08-06,5.3,5.3
"Chullora",2013-08-07,5.4,5.4
"Chullora",2013-08-08,7.3,7.3
"Chullora",2013-08-09,7.6,7.6
"Chullora",2013-08-10,8.8,8.8
"Chullora",2013-08-11,6.5,6.5
"Chullora",2013-08-12,8.8,8.8
"Chullora",2013-08-13,5.3,5.3
"Chullora",2013-08-14,5.3,5.3
"Chullora",2013-08-15,8.7,8.7
"Chullora",2013-08-16,7.9,7.9
"Chullora",2013-08-17,11.4,11.4
"Chullora",2013-08-18,4.2,4.2
"Chullora",2013-08-19,4.8,4.8
"Chullora",2013-08-20,4.4,4.4
"Chullora",2013-08-21,3.5,3.5
"Chullora",2013-08-22,5.1,5.1
"Chullora",2013-08-23,4.2,4.2
"Chullora",2013-08-24,4.7,4.7
"Chullora",2013-08-25,16.8,16.8
"Chullora",2013-08-26,6.9,6.9
"Chullora",2013-08-27,10.9,10.9
"Chullora",2013-08-28,12,12
"Chullora",2013-08-29,13.1,13.1
"Chullora",2013-08-30,14.9,14.9
"Chullora",2013-08-31,4.8,4.8
"Chullora",2013-09-01,12.8,12.8
"Chullora",2013-09-02,11.4,11.4
"Chullora",2013-09-03,8.9,8.9
"Chullora",2013-09-04,9.3,9.3
"Chullora",2013-09-05,14.5,14.5
"Chullora",2013-09-06,12.4,12.4
"Chullora",2013-09-07,14.2,14.2
"Chullora",2013-09-08,5.9,5.9
"Chullora",2013-09-09,12.6,12.6
"Chullora",2013-09-10,13.4,13.4
"Chullora",2013-09-11,5.2,5.2
"Chullora",2013-09-12,5.5,5.5
"Chullora",2013-09-13,3.5,3.5
"Chullora",2013-09-14,5.5,5.5
"Chullora",2013-09-15,3.8,3.8
"Chullora",2013-09-16,4.5,4.5
"Chullora",2013-09-17,4.7,4.7
"Chullora",2013-09-18,4,4
"Chullora",2013-09-19,6,6
"Chullora",2013-09-20,4.6,4.6
"Chullora",2013-09-21,3.3,3.3
"Chullora",2013-09-22,5.8,5.8
"Chullora",2013-09-23,14.5,14.5
"Chullora",2013-09-24,10.8,10.8
"Chullora",2013-09-25,10.8,10.8
"Chullora",2013-09-26,11.8,11.8
"Chullora",2013-09-27,5.5,5.5
"Chullora",2013-09-28,6.3,6.3
"Chullora",2013-09-29,5.2,5.2
"Chullora",2013-09-30,10.9,10.9
"Chullora",2013-10-01,11.1,11.1
"Chullora",2013-10-02,4.3,4.3
"Chullora",2013-10-03,4.6,4.6
"Chullora",2013-10-04,5.2,5.2
"Chullora",2013-10-05,8.5,8.5
"Chullora",2013-10-06,6.8,6.8
"Chullora",2013-10-07,4.8,4.8
"Chullora",2013-10-08,4.9,4.9
"Chullora",2013-10-09,7.6,7.6
"Chullora",2013-10-10,6.3,6.3
"Chullora",2013-10-11,8.4,8.4
"Chullora",2013-10-12,10.8,10.8
"Chullora",2013-10-13,12,12
"Chullora",2013-10-14,5.1,5.1
"Chullora",2013-10-15,5.4,5.4
"Chullora",2013-10-16,9.1,9.1
"Chullora",2013-10-17,15.1,15.1
"Chullora",2013-10-18,16.9,16.9
"Chullora",2013-10-19,16.4,16.4
"Chullora",2013-10-20,11.6,11.6
"Chullora",2013-10-21,49.1,49.1
"Chullora",2013-10-22,20,20
"Chullora",2013-10-23,11.7,11.7
"Chullora",2013-10-24,6.1,6.1
"Chullora",2013-10-25,15.3,15.3
"Chullora",2013-10-26,7.1,7.1
"Chullora",2013-10-27,22,22
"Chullora",2013-10-28,9.9,9.9
"Chullora",2013-10-29,17.8,17.8
"Chullora",2013-10-30,6.1,6.1
"Chullora",2013-10-31,7.6,7.6
"Chullora",2013-11-01,7,7
"Chullora",2013-11-02,21,21
"Chullora",2013-11-03,33.3,33.3
"Chullora",2013-11-04,5.9,5.9
"Chullora",2013-11-05,5.8,5.8
"Chullora",2013-11-06,5.9,5.9
"Chullora",2013-11-07,17.1,17.1
"Chullora",2013-11-08,28.3,28.3
"Chullora",2013-11-09,12.2,12.2
"Chullora",2013-11-10,4.7,4.7
"Chullora",2013-11-11,4.3,4.3
"Chullora",2013-11-12,3.6,3.6
"Chullora",2013-11-13,9.5,9.5
"Chullora",2013-11-14,3.9,3.9
"Chullora",2013-11-15,3.9,3.9
"Chullora",2013-11-16,3.7,3.7
"Chullora",2013-11-17,3.5,3.5
"Chullora",2013-11-18,3.6,3.6
"Chullora",2013-11-19,4.4,4.4
"Chullora",2013-11-20,6.4,6.4
"Chullora",2013-11-21,5.1,5.1
"Chullora",2013-11-22,5,5
"Chullora",2013-11-23,8.4,8.4
"Chullora",2013-11-24,5.1,5.1
"Chullora",2013-11-25,6.4,6.4
"Chullora",2013-11-26,6.3,6.3
"Chullora",2013-11-27,5.9,5.9
"Chullora",2013-11-28,10.2,10.2
"Chullora",2013-11-29,8.7,8.7
"Chullora",2013-11-30,4.9,4.9
"Chullora",2013-12-01,4.3,4.3
"Chullora",2013-12-02,4.1,4.1
"Chullora",2013-12-03,5.4,5.4
"Chullora",2013-12-04,7.5,7.5
"Chullora",2013-12-05,NA,6.62429052495333
"Chullora",2013-12-06,NA,2.38599547672824
"Chullora",2013-12-07,7,7
"Chullora",2013-12-08,7.5,7.5
"Chullora",2013-12-09,13.1,13.1
"Chullora",2013-12-10,6.7,6.7
"Chullora",2013-12-11,9.6,9.6
"Chullora",2013-12-12,NA,6.51155197375748
"Chullora",2013-12-13,NA,9.1236081816844
"Chullora",2013-12-14,5.8,5.8
"Chullora",2013-12-15,3.6,3.6
"Chullora",2013-12-16,6,6
"Chullora",2013-12-17,6.9,6.9
"Chullora",2013-12-18,5,5
"Chullora",2013-12-19,5.3,5.3
"Chullora",2013-12-20,10.3,10.3
"Chullora",2013-12-21,12.4,12.4
"Chullora",2013-12-22,14.8,14.8
"Chullora",2013-12-23,14.9,14.9
"Chullora",2013-12-24,5.4,5.4
"Chullora",2013-12-25,3.7,3.7
"Chullora",2013-12-26,3.3,3.3
"Chullora",2013-12-27,4.2,4.2
"Chullora",2013-12-28,4.1,4.1
"Chullora",2013-12-29,12,12
"Chullora",2013-12-30,9.2,9.2
"Chullora",2013-12-31,8.2,8.2
"Chullora",2014-01-01,7.1,7.1
"Chullora",2014-01-02,14.2,14.2
"Chullora",2014-01-03,11.1,11.1
"Chullora",2014-01-04,12.9,12.9
"Chullora",2014-01-05,9.6,9.6
"Chullora",2014-01-06,7.6,7.6
"Chullora",2014-01-07,7.6,7.6
"Chullora",2014-01-08,4.8,4.8
"Chullora",2014-01-09,4.4,4.4
"Chullora",2014-01-10,4.8,4.8
"Chullora",2014-01-11,7.9,7.9
"Chullora",2014-01-12,9.4,9.4
"Chullora",2014-01-13,8.1,8.1
"Chullora",2014-01-14,8.5,8.5
"Chullora",2014-01-15,8.4,8.4
"Chullora",2014-01-16,8.4,8.4
"Chullora",2014-01-17,8.9,8.9
"Chullora",2014-01-18,7.7,7.7
"Chullora",2014-01-19,8.2,8.2
"Chullora",2014-01-20,6.8,6.8
"Chullora",2014-01-21,5.5,5.5
"Chullora",2014-01-22,7.1,7.1
"Chullora",2014-01-23,5.7,5.7
"Chullora",2014-01-24,7.2,7.2
"Chullora",2014-01-25,7.7,7.7
"Chullora",2014-01-26,3.5,3.5
"Chullora",2014-01-27,5.2,5.2
"Chullora",2014-01-28,6.7,6.7
"Chullora",2014-01-29,8.1,8.1
"Chullora",2014-01-30,6.8,6.8
"Chullora",2014-01-31,6.7,6.7
"Chullora",2014-02-01,9.2,9.2
"Chullora",2014-02-02,3.8,3.8
